PaperID	Author	Title	Source	PubYear	Volume	Issue	StartPage	EndPage	StartYear	EndYear	Months	Areakm2	NumCams	CamDays
2235	"Woodroffe, Rosie; Donnelly, Christl A.; Ham, Cally; Jackson, Seth Y. B.; Moyes, Kelly; Chapman, Kayna; Stratton, Naomi G.; Cartwright, Samantha J."	Use of farm buildings by wild badgers: implications for the transmission of bovine tuberculosis	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2017	63	1								3134
2236	"Wooster, Eamonn; Wallach, Arian D.; Ramp, Daniel"	The Wily and Courageous Red Fox: Behavioural Analysis of a Mesopredator at Resource Points Shared by an Apex Predator	ANIMALS	2019	9	11			2016	2018	6			
2239	Xiao WenHong; Shu ZuFei; Chen LiJun; Yao WuTao; Ma Yong; Zhang YingMing; Xiao ZhiShu	Using occupancy models in wildlife camera-trapping monitoring and the study case.	Biodiversity Science	2019	27	3	249	256						
2240	Xiao WenHong; Hu Li; Huang XiaoQun; Xiao ZhiShu	Using capture-recapture models in wildlife camera-trapping monitoring and the study case.	Biodiversity Science	2019	27	3	257	265						
2241	"Xiao, Wenhong; Feng, Limin; Mou, Pu; Miquelle, Dale G.; Hebblewhite, Mark; Goldberg, Joshua F.; Robinson, Hugh S.; Zhao, Xiaodan; Zhou, Bo; Wang, Tianming; Ge, Jianping"	Estimating abundance and density of Amur tigers along the Sino-Russian border	INTEGRATIVE ZOOLOGY	2016	11	4	322	332	2013	2014	6		134.25	18792
2242	"Xiao, Wenhong; Feng, Limin; Zhao, Xiaodan; Yang, Haitao; Dou, Hailong; Cheng, Yanchao; Mou, Pu; Wang, Tian-ming; Ge, Jianping"	"Distribution and abundance of Amur tiger, Amur leopard and their ungulate prey in Hunchun National Nature Reserve, Jilin"	Biodiversity Science	2014	22	6	717	724	2013	2013	3			6060
2244	"Xiao, Zhishu; Wang, Xuezhi; Li, Xinhai"	An introduction to CameraData: an online database of wildlife camera trap data	Biodiversity Science	2014	22	6	712	716						
2245	"Xu, Aichun; Si, Xingfeng; Wang, Yanping; Ding, Ping"	"Camera traps and the minimum trapping effort for ground-dwelling mammals in fragmented habitats in the Thousand Island Lake, Zhejiang Province"	Biodiversity Science	2014	22	6	764	772	2011	2014	35			
2246	"Xu, Zhongke; Sun, Liang; Wang, Xinwei; Dong, Han; Lei, Pingshun; Zhou, Yan"	Binocular Camera Trap for Wildlife Detection	OPTOELECTRONIC IMAGING AND MULTIMEDIA TECHNOLOGY VI	2019	11187									
2247	Xue Yadong; Li Jia; Sagen Guli; Zhang Yu; Dai Yunchuan; Li Diqiang	"Activity patterns and resource partitioning: seven species at watering sites in the Altun Mountains, China"	JOURNAL OF ARID LAND	2018	10	6	959	967	2010	2012	19		21	7098
2248	"Xue, Yadong; Li, Diqiang; Xiao, Wenfa; Zhang, Yuguang; Feng, Bin; Jia, Heng"	Records of the dhole (Cuon alpinus) in an arid region of the Altun Mountains in western China	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2015	61	6	903	907	2011	2013	26		30	4517
2249	"Xue, Yadong; Liu, Fang; Zhang, Yuguang; Li, Diqiang"	Grouping behavior of wild camel (Camelus ferus) referred from video data of camera trap in Kumtag Desert	Biodiversity Science	2014	22	6	746	751						
2250	"Yaap, Betsy; Watson, Haley; Laurance, William F."	Mammal use of Raphia taedigera palm stands in Costa Rica's Osa Peninsula	MAMMALIA	2015	79	3	357	362	2013	2013	5	800	26	5908
2251	"Yacelga, Milton; Craighead, Kimberly"	Filling the gap - Melanistic jaguars in Panama.	Cat News	2019	70		39	41	2016	2018	24	200		16583
2252	"Yadav, Shailendra Kumar; Lamichhane, Babu Ram; Subedi, Naresh; Thapa, Ramesh Kumar; Poudyal, Laxman Prasad; Dahal, Bhagawan Raj"	"DHOLE CUON ALPINUS (MAMMALIA: CARNIVORA: CANIDAE) REDISCOVERED IN BARDIA NATIONAL PARK, NEPAL"	Journal of Threatened Taxa	2019	11	12	14582	14586	2016	2017	3	1028		8070
2253	"Yadav, Shailendra Kumar; Lamichhane, Babu Ram; Subedi, Naresh; Dhakal, Maheshwar; Thapa, Ramesh Kumar; Poudyal, Laxman Prasad; Dahal, Bhagawan Raj"	"Fishing cat camera trapped in Babai Valley of Bardia National Park, Nepal."	Cat News	2018	67		31	33	2016	2017	3	1028		8070
2254	"Yamashiro, Asuka; Kaneshiro, Yoshinori; Kawaguchi, Yoichi; Yamashiro, Tadashi"	"Dietary overlap but spatial gap between sympatric Japanese serow (Capricornis crispus) and sika deer (Cervus nippon) on Eastern Shikoku, Japan"	MAMMAL STUDY	2019	44	4	261	267					11	2295
2255	"Yancey, Franklin D., II; Manning, Richard W.; Kasper, Stephen; Lockwood, Mark W.; Goetze, Jim R.; Havlik, Nicolas E."	"UPDATE ON THE MAMMALS OF CHINATI MOUNTAINS STATE NATURAL AREA, TEXAS."	Special Publications Museum of Texas Tech University	2019	71		697	712	2016	2017	19			1412
2256	"Yang, Haitao; Zhao, Xiaodan; Han, Boyu; Wang, Tianming; Mou, Pu; Ge, Jianping; Feng, Limin"	"Spatiotemporal patterns of Amur leopards in northeast China: Influence of tigers, prey, and humans"	MAMMALIAN BIOLOGY	2018	92		120	128	2013	2013	12			41122
2257	"Yang, Li; Zhang, Baofeng; Wang, Xinrui; Ren, Yueheng; Chen, Jinlin; Zhang, Chao; Xia, Yongpeng; Li, Yuankun; Sun, Jianguo; Guo, Jiangang; Wang, Weijia; Luan, XiaoFeng"	Gap analysis and implications for seasonal management on a local scale	PEERJ	2018	6				2015	2018		142		22379
2258	Yang WeiHe; Chen YueLong; Deng Yue; Wang XingZhe; Chen LiJun; Hu DaMing; Luo XiuHai; Song DaZhao; Xiao ZhiShu	Preliminary surveys of mammals and birds by infrared camera traps in the Sichuan Baishuihe National Nature Reserve.	Biodiversity Science	2019	27	9	1012	1015						
2259	"Yasuda, M; Kawakami, K"	New method of monitoring remote wildlife via the Internet	ECOLOGICAL RESEARCH	2002	17	1	119	124	2001	2001	0.163934426			
2260	"Yasuda, M.; Miura, S.; Nor Azman, H."	"Evidence for food hoarding behaviour in terrestrial rodents in Pasoh Forest Reserve, a Malaysian lowland rain forest."	Journal of Tropical Forest Science	2000	12	1	164	173	1994	1995			1	
2261	"Yasuda, Masatoshi; Matsubayashi, Hisashi; Rustam; Numata, Shinya; Abd. Sukor, Jum Rafiah; Abu Bakar, Soffian"	Recent cat records by camera traps in Peninsular Malaysia and Borneo.	Cat News	2007	47		14	15	2000	2006				7158
2262	"Yen, Shih-Ching; Wang, Ying; Ou, Heng-You"	Habitat of the Vulnerable Formosan sambar deer Rusa unicolor swinhoii in Taiwan	ORYX	2014	48	2	232	240	2008	2012		361		
2263	"Yong, Ding Li"	The first evidence of breeding of the endangered Sunda Otter Civet Cynogale bennettii (Carnivora: Viverridae) in Peninsular Malaysia	Small Carnivore Conservation	2017	55		83	87						
2264	"York, EC; Moruzzi, TL; Fuller, TK; Organ, JF; Sauvajot, RM; DeGraaf, RM"	Description and evaluation of a remote camera and triggering system to monitor carnivores	WILDLIFE SOCIETY BULLETIN	2001	29	4	1228	1237	1997	1998				
2265	"Young, Julie K.; Golla, Julie M.; Broman, Derek; Blankenship, Terry; Heilbrun, Richard"	Estimating density of an elusive carnivore in urban areas: use of spatially explicit capture-recapture models for city-dwelling bobcats	URBAN ECOSYSTEMS	2019	22	3	507	512	2014	2014	6	78.1		
2266	"Young, Julie K."	Modifying M-44s to Reduce Risk of Activation by Swift Fox	WILDLIFE SOCIETY BULLETIN	2016	40	4	800	805						
2267	"Young, Stuart; Rode-Margono, Johanna; Amin, Rajan"	Software to facilitate and streamline camera trap data management: A review	ECOLOGY AND EVOLUTION	2018	8	19	9947	9957						
2268	"Yousif, Hayder; Yuan, Jianhe; Kays, Roland; He, Zhihai"	"Animal Scanner: Software for classifying humans, animals, and empty frames in camera trap images"	ECOLOGY AND EVOLUTION	2019	9	4	1578	1589						
2269	"Yousif, Hayder; Yuan, Jianhe; Kays, Roland; He, Zhihai"	Object detection from dynamic scene using joint background modeling and fast deep learning classification	JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION	2018	55		802	815						
2272	"Yu, Xiaoyuan; Wang, Jiangping; Kays, Roland; Jansen, Patrick A.; Wang, Tianjiang; Huang, Thomas"	Automated identification of animal species in camera trap images	EURASIP JOURNAL ON IMAGE AND VIDEO PROCESSING	2013										
2274	Yuan Jingxi; Zhang Changyou; Xie Wenhua; Huang Xiaoqun; Xiao Zhishu	"Using camera traps to investigate mammal and bird diversity in the-Jiulianshan National Nature Reserve, Jiangxi Province"	Acta Theriologica Sinica	2016	36	3	367	372	2014	2015	9			4692
2275	"Yue, Sam; Brodie, Jedediah F.; Zipkin, Elise F.; Bernard, Henry"	Oil palm plantations fail to support mammal diversity	ECOLOGICAL APPLICATIONS	2015	25	8	2285	2292	2013	2013	4			2765
2276	"Zafar-ul Islam, M.; Boug, Ahmed; Shehri, Abdullah; da Silva, Lucas Goncalves"	"Geographic distribution patterns of melanistic Arabian Wolves, Canis lupus arabs (Pocock), in Saudi Arabia (Mammalia: Carnivora)"	ZOOLOGY IN THE MIDDLE EAST	2019	65	2	95	103						
2277	"Zak, Alison A.; Riley, Erin P."	Comparing the Use of Camera Traps and Farmer Reports to Study Crop Feeding Behavior of Moor Macaques (Macaca maura)	INTERNATIONAL JOURNAL OF PRIMATOLOGY	2017	38	2	224	242	2014	2015	10	13		1848
2278	"Zanin Hegel, Carla Grasiele; dos Santos, Luane Reis; Pichorim, Mauro; Marini, Miguel Angelo"	Wild pig (Sus scrofa L.) occupancy patterns in the Brazilian Atlantic forest	BIOTA NEOTROPICA	2019	19	4			2015	2015	2		16	800
2281	"Zanon-Martinez, Juan I.; Kelly, Marcella J.; Bernardo Mesa-Cruz, J.; Sarasola, Jose H.; DeHart, Clark; Travaini, Alejandro"	Density and activity patterns of pumas in hunted and non-hunted areas in central Argentina	WILDLIFE RESEARCH	2016	43	6	449	460	2008	2008	5.5			5356
2282	"Zapata-Rios, Galo; Branch, Lyn C."	Mammalian carnivore occupancy is inversely related to presence of domestic dogs in the high Andes of Ecuador	PLOS ONE	2018	13	2			2009	2010	16	2000		2800
2283	"Zaragozi, B.; Belda, A.; Gimenez, P.; Navarro, J. T.; Bonet, A."	Advances in camera trap data management tools: Towards collaborative development and integration with GIS	ECOLOGICAL INFORMATICS	2015	30		6	11						
2284	"Zaw, Than; Htun, Saw; Po, Saw Htoo Tha; Maung, Myint; Lynam, A.J.; Latt, Kyaw Thinn; Duckworth, J.W."	Status and distribution of small carnivores in Myanmar.	Small Carnivore Conservation	2008	38		2	28	1999	2005				27674
2285	"Zero, Victoria H.; Sundaresan, Siva R.; O'Brien, Timothy G.; Kinnaird, Margaret F."	"Monitoring an Endangered savannah ungulate, Grevy's zebra Equus grevyi: choosing a method for estimating population densities"	ORYX	2013	47	3	410	419	2008	2008	3	200		4268
2286	"Zewe, Frances; Meek, Paul; Ford, Hugh; Vernes, Karl"	A vertical bait station for black rats (Rattus rattus) that reduces bait take by a sympatric native rodent	AUSTRALIAN MAMMALOGY	2014	36	1	67	73						
2288	"Zhang Chengcheng; Wang Jun; Alexander, Justine Shanti; Dou Zhigang; Wu Liji; Dong Wantao; Dabuxilite; Yang Jucai; Shi Kun"	"Biodiversity Assessment of Mammal and Bird Species from Camera Trap Data in Yanchiwan National Nature Reserve, Gansu Province, China."	Journal of Resources and Ecology	2018	9	5	566	574	2015	2016	7	400		10171
2291	"Zhang, Mingming; Yang, Zhaohui; Wang, Cheng; Wang, Jiaojiao; Hu, Canshi; Lei, Xiaoping; Shi, Lei; Su, Haijun; Li, Jiaqi"	"Camera-trapping survey on mammals and birds in Fanjingshan National Nature Reserve, Guizhou, China"	Biodiversity Science	2019	27	7	813	818	2017	2018	21			14808
2292	"Zhang, Yongjun; Cao, Qing S.; Rubenstein, Daniel I.; Zang, Sen; Songer, Melissa; Leimgruber, Peter; Chu, Hongjun; Cao, Jie; Li, Kai; Hu, Defu"	Water Use Patterns of Sympatric Przewalski's Horse and Khulan: Interspecific Comparison Reveals Niche Differences	PLOS ONE	2015	10	7			2010	2011				564
2293	"Zhang, Zhi; He, Zhihai; Cao, Guitao; Cao, Wenming"	Animal Detection From Highly Cluttered Natural Scenes Using Spatiotemporal Object Region Proposals and Patch Verification	IEEE TRANSACTIONS ON MULTIMEDIA	2016	18	10	2079	2092						
2296	"Zheng, X.; Owen, M. A.; Nie, Y.; Hu, Y.; Swaisgood, R. R.; Yan, L.; Wei, F."	Individual identification of wild giant pandas from camera trap photos - a systematic and hierarchical approach	JOURNAL OF ZOOLOGY	2016	300	4	247	256	2012	2013	9			1283
2300	"Zimbres, Barbara; Peres, Carlos A.; Penido, Gabriel; Machado, Ricardo B."	Thresholds of riparian forest use by terrestrial mammals in a fragmented Amazonian deforestation frontier	BIODIVERSITY AND CONSERVATION	2018	27	11	2815	2836	2013	2014	12	16200		10441
2301	"Zimbres, Barbara; Peres, Carlos A.; Machado, Ricardo Bomfim"	Terrestrial mammal responses to habitat structure and quality of remnant riparian forests in an Amazonian cattle-ranching landscape	BIOLOGICAL CONSERVATION	2017	206		283	292	2013	2014	12	16200		10441
2302	"Zlatanova, D.; Racheva, V.; Peshev, D.; Gavrilov, G."	FIRST HARD EVIDENCE OF LYNX (LYNX LYNX L.) PRESENCE IN BULGARIA	BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT	2009	23		184	187	2008	2008	6		8	
2303	"Zlatanova, Diana P.; Popova, Elitsa D."	"BIODIVERSITY ESTIMATES FROM DIFFERENT CAMERA TRAP SURVEYS: A CASE STUDY FROM OSOGOVO MT., BULGARIA"	NATURE CONSERVATION RESEARCH	2018	3	2	13	25	2008	2014	52	544.9		9335
2304	"Znidersic, Elizabeth"	Camera Traps are an Effective Tool for Monitoring Lewin's Rail (&ITLewinia pectoralis brachipus&IT)	WATERBIRDS	2017	40	4	417	422	2010	2013	9.6	1.2	15	3975
2305	"Zoeller, K. C.; Midgley, J. J.; Johnson, S. D.; Steenhuisen, S. -L."	Floral biology and breeding systems of geoflorous Protea species (Proteaceae)	SOUTH AFRICAN JOURNAL OF BOTANY	2017	112		452	459	2014	2014	0.3			
2306	"Zoeller, K. C.; Steenhuisen, S. -L.; Johnson, S. D.; Midgley, J. J."	New evidence for mammal pollination of Protea species (Proteaceae) based on remote-camera analysis	AUSTRALIAN JOURNAL OF BOTANY	2016	64	1	1	7	2013	2013	2.5			136.5
2307	"Zungu, M. M.; Maseko, M. S. T.; Kalle, R.; Ramesh, T.; Downs, C. T."	"Fragment and life-history correlates of extinction vulnerability of forest mammals in an urban-forest mosaic in EThekwini Municipality, Durban, South Africa"	ANIMAL CONSERVATION	2019	22	4	362	375	2016	2017	10			3192
2308	"Zuniga, Alfredo H.; Jimenez, Jaime E.; Ramirez de Arellano, Pablo"	"Activity patterns in sympatric carnivores in the Nahuelbuta Mountain Range, southern-central Chile"	MAMMALIA	2017	81	5	445	453	2010	2011	6	101	24	2821
2310	"Khoewsree, Noraset; Charaspet, Khwanrutai; Sukmasuang, Ronglarp; Songsasen, Nucharin; Pla-Ard, Mananya; Thongbantum, Jidapa; Kongchaloem, Waraporn; Srinopawan, Khanchit"	"Abundance, prey, and activity period of dholes (Cuon alpinus) in Khao Yai National Park, Thailand."	Biodiversitas	2020	21	1	345	354	2017	2018		650	20	1795
2311	"Wei, Weideng; Luo, Gai; Ran, Jianghong; Li, Jing"	Zilong: A tool to identify empty images in camera-trap data	ECOLOGICAL INFORMATICS	2020	55									
2312	"Keiter, David A.; Ruzicka, Rebekah E."	Predator visits to acclimatization pens: implications for the soft-release of gallinaceous birds	ORYX	2020	54	1	84	89	2014	2014	1.25		4	
2313	"Windell, Rebecca M.; Lewis, Jesse S.; Gramza, Ashley R.; Crooks, Kevin R."	Carnivore carrying behavior as documented with wildlife camera traps	WESTERN NORTH AMERICAN NATURALIST	2020	79	4	471	480	2009	2012	29.5			28779
2316	"Kikuchi, Dale M.; Uulu, Kubanychbek Zhumabai; Sharma, Koustubh; Soma, Takuya; Kinoshita, Kodzue"	Is water an important resource for the snow leopard (Panthera uncia) in periods when terrain is covered with snow?	ARCTIC ANTARCTIC AND ALPINE RESEARCH	2020	52	1	105	108	2018	2019	8		2	486
2317	"Mcbride, Timothy C.; Organ, Aaron; Pryde, Elizabeth"	Range extension of Leadbeater's possum (Gymnobelideus leadbeateri)	AUSTRALIAN MAMMALOGY	2020	42	1	96	102	2017	2018	5		18	1427
2318	"Duquette, Jared F.; Flores, Eric E.; Urena, Luis; Ortega, Josue; Cisneros, Iliana; Moreno, Ricardo; Loman, Zachary"	Habitat use and abundance of island-endemic white-tailed deer in Panama	MAMMAL STUDY	2020	45	1	13	25	2015	2015	3.6		29	3248
2319	"Soyumert, Anil"	Camera-trapping two felid species: Monitoring Eurasian lynx (Lynx lynx) and wildcat (Felis silvestris) populations in mixed temperate forest ecosystems	MAMMAL STUDY	2020	45	1	41	48	2014	2018	56	466		62161
2320	"Ribeiro, Renan L. A.; Bianchi, Rita C."	Evaluation of bait use for mammal richness	MAMMALIA	2020	84	1	26	33			2		15	
2321	"Nakashima, Yoshihiro"	Potentiality and limitations of N-mixture and Royle-Nichols models to estimate animal abundance based on noninstantaneous point surveys	POPULATION ECOLOGY	2020	62	1	151	157						
2322	"Branco, Paola S.; Merkle, Jerod A.; Pringle, Robert M.; King, Lucy; Tindall, Tosca; Stalmans, Marc; Long, Ryan A."	An experimental test of community-based strategies for mitigating human-wildlife conflict around protected areas.	Conservation Letters	2020	13	1	12679	12679	2016	2017	6			
2323	"Koju, Narayan Prasad; Bashyal, Bijay; Pandey, Bishnu Prasad; Thami, Shankar; Dhamala, Man Kumar; Shah, Satya Narayan"	"New record on Asiatic Golden Cat Catopuma temminckii Vigors & Horsfield, 1827 (Mammalia: Carnivora: Felidae): photographic evidence of its westernmost distribution in Gaurishankar Conservation Area, Nepal"	Journal of Threatened Taxa	2020	12	"2, Sp. Iss. SI"	15256	15261	2018	2019	7	32	11	1476
2324	"Shrestha, Bikram; Subedi, Naresh; Kandel, Ram Chandra"	"Jungle Cat Felis chaus Schreber, 1777 (Mammalia: Carnivora: Felidae) at high elevations in Annapurna Conservation Area, Nepal"	Journal of Threatened Taxa	2020	12	"2, Sp. Iss. SI"	15267	15271	2014	2016		250	40	2755
2326	"Waltert, Matthias; Grammes, Jasmin; Schwenninger, Janina; Roig-Boixeda, Paula; Port, Markus"	A case of underestimation of density by direct line transect sampling in a hunted roe deer (Capreolus capreolus) population	MAMMAL RESEARCH	2020	65	1	151	160			8	420	40	
2327	"Letro, Letro; Wangchuk, Sangay; Dhendup, Tashi"	"DISTRIBUTION OF ASIATIC BLACK BEAR AND ITS INTERACTION WITH HUMANS IN JIGME SINGYE WANGCHUCK NATIONAL PARK, BHUTAN"	NATURE CONSERVATION RESEARCH	2020	5	1	44	52	2016	2016	6		39	
2328	"Sanchez-Pinzon, Khiavett; Reyna-Hurtado, Rafael; Meyer, Ninon F., V"	"Moon light and the activity patterns of Baird's tapir in the Calakmul region, Southern Mexico"	Therya	2020	11	1	137	142	2014	2015	18		20	6628
2329	"Vivas-Lindo, Roldan; Hernandez-Ordonez, Omar; Rodriguez-Salazar, Miguel A.; Reynoso, Victor H.; Serna-Lagunes, Ricardo"	"Recent records of Tapirella bairdii and Panthera onca in a region highly transformed by human activities in southern Veracruz, Mexico"	Therya	2020	11	1	151	156	2018	2019	11		5	1005
2330	"Cogal, Muhsin; Sozen, Mustafa"	Camera trapping of medium and large-sized mammals in western Black Sea deciduous forests in Turkey	TURKISH JOURNAL OF ZOOLOGY	2020	44	2	181	+	2014	2015	12	3500	62	11868
2331	"Nugent, Graham; Clayton, Richard; Warburton, Bruce; Day, Tim"	Dual 1080 bait switching for killing cereal-bait-shy possums	NEW ZEALAND JOURNAL OF ECOLOGY	2020	44	1			2018	2018	0.75	1.95	56	
2332	"Falzon, Greg; Lawson, Christopher; Cheung, Ka-Wai; Vernes, Karl; Ballard, Guy A.; Fleming, Peter J. S.; Glen, Alistair S.; Milne, Heath; Mather-Zardain, Atalya; Meek, Paul D."	ClassifyMe: A Field-Scouting Software for the Identification of Wildlife in Camera Trap Images	ANIMALS	2020	10	1								
2333	"Mori, Emiliano; Sangiovanni, Giada; Corlatti, Luca"	"Gimme shelter: The effect of rocks and moonlight on occupancy and activity pattern of an endangered rodent, the garden dormouse Eliomys quercinus"	BEHAVIOURAL PROCESSES	2020	170				2015	2015	5	5	20	3360
2334	"Aebischer, Thierry; Ibrahim, Tidjani; Hickisch, Raffael; Furrer, Roman D.; Leuenberger, Christoph; Wegmann, Daniel"	Apex predators decline after an influx of pastoralists in former Central African Republic hunting zones	BIOLOGICAL CONSERVATION	2020	241				2012	2019	8			2860
2335	"Nakashima, Yoshihiro; Hongo, Shun; Akomo-Okoue, Etienne Francois"	Landscape-scale estimation of forest ungulate density and biomass using camera traps: Applying the REST model	BIOLOGICAL CONSERVATION	2020	241				2012	2012		416		
2336	"Nickel, Barry A.; Suraci, Justin P.; Allen, Maximilian L.; Wilmers, Christopher C."	Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use	BIOLOGICAL CONSERVATION	2020	241				2015	2016	4	1400	88	11264
2337	"Spencer, Katie; Sambrook, Melissa; Bremner-Harrison, Samantha; Cilliers, Deon; Yarnell, Richard W.; Brummer, Rox; Whitehouse-Tedd, Katherine"	Livestock guarding dogs enable human-carnivore coexistence: First evidence of equivalent carnivore occupancy on guarded and unguarded farms	BIOLOGICAL CONSERVATION	2020	241				2015	2016	3.5	128		1029
2338	"Tattersall, Erin R.; Burgar, Joanna M.; Fisher, Jason T.; Burton, A. Cole"	Mammal seismic line use varies with restoration: Applying habitat restoration to species at risk conservation in a working landscape	BIOLOGICAL CONSERVATION	2020	241				2015	2018	36	570	60	43361
2340	"Vieira, Odgley Quixaba; de Oliveira, Tadeu Gomes"	Non-volant mammalian species richness in the ecotonal Brazilian midnorth: checklist for Maranhao State	BIOTA NEOTROPICA	2020	20	02-Jan			1994	2018				9639
2341	"Guzvica, G.; Petkovic, M.; Augustinovic, M.; Sver, L."	Research of golden jackal (Canis aureus) in the Nature Park Lonjsko Polje by acoustic and camera traps methods.	A?umarski List	2020	144	43894	129	137	2012	2015				
2342	"Belda, Antonio; Oltra-Crespo, Sandra; Miro-Martinez, Pau; Zaragozi, Benito"	Can spatial distribution of ungulates be predicted by modeling camera trap data related to landscape indices? A case study in a fragmented mediterranean landscape	CALDASIA	2020	42	1	96	104	2008	2009	13		25	
2343	"Burns, Phoebe A."	Testing the decline of the New Holland mouse (Pseudomys novaehollandiae) in Victoria	AUSTRALIAN MAMMALOGY	2020	42	2	185	193	2015	2018	33			8575
2344	"Taggart, Patrick L.; Peacock, David E.; Fancourt, Bronwyn A."	Camera trap flash-type does not influence the behaviour of feral cats (Felis catus)	AUSTRALIAN MAMMALOGY	2020	42	2	220	222						
2345	"Watchorn, Darcy J.; Ashman, Kita R.; Harley, Dan K. P."	Observations of arboreal behaviour in the mainland dusky antechinus (Antechinus mimetes)	AUSTRALIAN MAMMALOGY	2020	42	2	226	229	2018	2018	2			142
2346	"Smith, Chris; Whitworth, Andy; Brunner, Elizabeth; Pomilia, Mateo"	"Habitat selection and diet of the Neotropical otter (Lontra longicaudis) on the Osa Peninsula, Costa Rica, and range-wide monitoring recommendations"	NEOTROPICAL BIODIVERSITY	2020	6	1	62	74					12	224
2347	"Hongo, Shun; Dzefack, Zeun's C.B.; Vernyuy, Latar N.; Minami, Sosuke; Nakashima, Yoshihiro; Djieto-Lordon, Champlain; Yasuoka, Hirokazu"	USE OF MULTI-LAYER CAMERA TRAPPING TO INVENTORY MAMMALS IN RAINFORESTS IN SOUTHEAST CAMEROON.	African Study Monographs Supplementary Issue	2020	60		21	37	2018	2019	4			8305
2348	"Meek, Paul D.; Ballard, Guy; Falzon, Greg; Williamson, Jaimen; Milne, Heath; Farrell, Robert; Stover, Joshua; Mather-Zardain, Atalya T.; Bishop, James C.; Cheung, Elrond Ka-Wai; Lawson, Christopher K.; Munezero, Amos M.; Schneider, Derek; Johnston, Beau E.; Kiani, Ehsan; Shahinfar, Saleh; Sadgrove, Edmund J.; Fleming, Peter J. S."	Camera Trapping Technology and Related Advances: into the New Millennium	Australian Zoologist	2020	40	3	392	403						
2349	"Coon, Courtney A. C.; Mahoney, Peter J.; Edelblutte, Emilie; Mcdonald, Zara; Stoner, David C."	Predictors of puma occupancy indicate prey vulnerability is more important than prey availability in a highly fragmented landscape	WILDLIFE BIOLOGY	2020	2020	1			2013	2017	48	18152		68299
2350	"Hauger, Amberly N.; Hollis-Etter, Karmen M.; Etter, Dwayne R.; Roloff, Gary J.; Mahon, Andrew R."	Use of environmental DNA (eDNA) in streams to detect feral swine (Sus scrofa)	PEERJ	2020	8				2016	2018	18		20	
2351	"Thomas, Morgan L.; Baker, Lynn; Beattie, James R.; Baker, Andrew M."	"Determining the efficacy of camera traps, live capture traps, and detection dogs for locating cryptic small mammal species"	ECOLOGY AND EVOLUTION	2020	10	2	1054	1068	2017	2017	1.75		20	240
2352	"Reich, Henry T."	Optimal sampling design and the accuracy of occupancy models	BIOMETRICS	2020										
2353	"Welbourne, Dustin J.; Claridge, Andrew W.; Paull, David J.; Ford, Frederick"	Camera-traps are a cost-effective method for surveying terrestrial squamates: A comparison with artificial refuges and pitfall traps	PLOS ONE	2020	15	1			2014	2015	2.5		40	2492
2354	"Rorabaugh, James C.; Schipper, Jan; Avila-Villegas, Sergio; Lamberton-Moreno, Jessica A.; Flood, Timothy"	"Ecology of an ocelot population at the northern edge of the species' distribution in northern Sonora, Mexico"	PEERJ	2020	8				2007	2018		40.5	27.5	21535
2355	"Tilker, Andrew; Abrams, Jesse F.; An Nguyen; Hoerig, Lisa; Axtner, Jan; Louvrier, Julie; Rawson, Benjamin M.; Hoa Anh Quang Nguyen; Guegan, Francois; Thanh Van Nguyen; Minh Le; Sollmann, Rahel; Wilting, Andreas"	Identifying conservation priorities in a defaunated tropical biodiversity hotspot	DIVERSITY AND DISTRIBUTIONS	2020	26	4	426	440	2014	2016		900		17393
2356	"Cornhill, Kristina L.; Kerley, Graham I. H."	Cheetah communication at scent-marking sites can be inhibited or delayed by predators	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY	2020	74	2			2016	2018	23			2920
2357	"Lamelas-Lopez, Lucas; Pardavila, Xose; Amorim, Isabel R.; Borges, Paulo A. V."	Wildlife inventory from camera-trapping surveys in the Azores (Pico and Terceira islands)	BIODIVERSITY DATA JOURNAL	2020	8				2013	2018				
2358	"Smith, Yvette C. Ehlers; Smith, David A. Ehlers; Ramesh, Tharmalingam; Downs, Colleen T."	Co-occurrence modelling highlights conservation implications for two competing spiral-horned antelope	AUSTRAL ECOLOGY	2020	45	3	305	318	2013	2014	12		42	4800
2359	"Unal, Yasin; Pekin, Burak K.; Ogurlu, Idris; Suel, Halil; Koca, Ahmet"	"Human, domestic animal, Caracal (Caracal caracal), and other wildlife species interactions in a Mediterranean forest landscape"	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2020	66	1			2015	2017	35.53846154	290.3	32	17951
2360	"Giefer, Madeline; An, Li"	Synthesizing Remote Sensing and Biophysical Measures to Evaluate Human-wildlife Conflicts: The Case of Wild Boar Crop Raiding in Rural China	REMOTE SENSING	2020	12	4			2015	2016	3	419	69	
2362	"Barton, Brandon T.; Hill, JoVonn G.; Wolff, Carter L.; Newsome, Thomas M.; Ripple, William J.; Lashley, Marcus A."	Grasshopper consumption by grey wolves and implications for ecosystems	ECOLOGY	2020	101	2			2017	2017	0.2		1	6
